ID	DOCULECT	CONCEPT	IPA	COGID	SOURCE_COGNATE_CLASS	NOTE	PARTIAL	PARTIALIDS	CONCEPTICON_ID	TOKENS	CLPA	GLOTTOLOG
29857	Yangzhou	shy	pʰa⁵⁵tsʰɤɯ⁴²	203	怕醜		怕醜	1210 1212	487	pʰ a ⁵⁵ tsʰ ɤ ɯ ⁴²	c261 v130 t041 c013 v084 v081 t027	mand1415
29858	Yangzhou	shy	lɛ̃³⁴uəi³⁴tɕʰiŋ³⁴	204	難為情	[2]	難為情	1213 1214 1215	487	l ɛ̃ ∼ ³⁴ u ə i ³⁴ tɕʰ i ŋ ³⁴	c548 v231 m002 t016 v027 v155 v191 t016 c197 v191 c795 t016	mand1415
29859	Suzhou	shy	nɛ²⁴₂₂ɦuɛ²⁴₃₃zin²⁴₂₁	204	難為情		難為情	1213 1214 1215	487	n ɛ ²⁴ ɦ u ɛ ²⁴ z i n ²⁴	c105 v229 t008 c397 v027 v229 t008 c078 v191 c105 t008	wuch1236
29860	Wenzhou	shy	tei⁴⁵naŋ³¹tsəŋ⁴⁴	205	底能 精	[*]	底能精	1216 1217 1218	487	t e i ⁴⁵ n a ŋ ³¹ ts ə ŋ ⁴⁴	c118 v200 v191 t033 c105 v130 c795 t014 c015 v155 c795 t030	wuch1236
29861	Changsha	shy	pʰa⁵⁵tsʰəu⁴¹	203	怕醜		怕醜	1210 1212	487	pʰ a ⁵⁵ tsʰ ə u ⁴¹	c261 v130 t041 c013 v155 v027 t029	xian1251
29862	Nanchang	shy	pʰa²¹³ɕiu⁴²	201	怕羞		怕羞	1210 1209	487	pʰ a ²¹³ ɕ i u ⁴²	c261 v130 t006 c202 v191 v027 t027	gan1239
29863	Meixian	shy	pʰa⁴²siu⁴⁴	201	怕羞		怕羞	1210 1209	487	pʰ a ⁴² s i u ⁴⁴	c261 v130 t027 c087 v191 v027 t030	hak1236
29864	Guangzhou	shy	pʰa³³tʃʰɐu³⁵	203	怕醜		怕醜	1210 1212	487	pʰ a ³³ tʃʰ ɐ u ³⁵	c261 v130 t013 c655 v119 v027 t017	yuec1235
29865	Yangjiang	shy	pʰa²⁴tʃʰɐu²¹	203	怕醜		怕醜	1210 1212	487	pʰ a ²⁴ tʃʰ ɐ u ²¹	c261 v130 t008 c655 v119 v027 t004	yuec1235
29866	Xiamen	shy	bo²⁴₃₃ge³³	206	無訝		無訝	1219 1220	487	b o ²⁴ g e ³³	c254 v042 t008 c824 v200 t013	minn1241
29867	Xiamen	shy	pʰãĩ⁵¹₅₅se¹¹	209	!  勢	[2]	A勢	1221 1222	487	pʰ ã ĩ ∼ ⁵¹ s e ¹¹	c261 v147 v193 m002 t038 c087 v200 t021	minn1241
29868	Chaozhou	shy	siəu⁵³₂₄li⁵³₂₁	210	小 禮	[*]	小禮	1223 1224	487	s i ə u ⁵³ l i ⁵³	c087 v191 v155 v027 t037 c548 v191 t037	min1241
29869	Fuzhou	shy	siu²¹³₅₂lɛ³¹	210	!		小禮	1223 1224	487	s i u ²¹³ l ɛ ³¹	c087 v191 v027 t006 c548 v229 t014	mind1253
29158	Beijing	small	ɕiau²¹⁴	54	小		小	1053	1246	ɕ i a u ²¹⁴	c202 v191 v130 v027 t007	mand1415
29159	Jinan	small	ɕiɔ⁵⁵	54	小		小	1053	1246	ɕ i ɔ ⁵⁵	c202 v191 v067 t041	mand1415
29160	Shenyang	small	ɕiau²¹³	54	小		小	1053	1246	ɕ i a u ²¹³	c202 v191 v130 v027 t006	mand1415
29161	Xian	small	ɕiɑu⁵³	54	小		小	1053	1246	ɕ i ɑ u ⁵³	c202 v191 v089 v027 t037	mand1415
29162	Chengdu	small	ɕiau⁵³	54	小		小	1053	1246	ɕ i a u ⁵³	c202 v191 v130 v027 t037	mand1415
29163	Kunming	small	ɕiau⁵³	54	小		小	1053	1246	ɕ i a u ⁵³	c202 v191 v130 v027 t037	mand1415
29164	Hefei	small	ɕiɔ²⁴	54	小		小	1053	1246	ɕ i ɔ ²⁴	c202 v191 v067 t008	mand1415
29165	Yangzhou	small	ɕiɔ⁴²	54	小		小	1053	1246	ɕ i ɔ ⁴²	c202 v191 v067 t027	mand1415
29166	Suzhou	small	siæ⁴¹	54	小		小	1053	1246	s i æ ⁴¹	c087 v191 v198 t029	wuch1236
29167	Wenzhou	small	sai⁴⁵	54	小		小	1053	1246	s a i ⁴⁵	c087 v130 v191 t033	wuch1236
29168	Changsha	small	ɕi⁵⁵	55	細		細	1054	1246	ɕ i ⁵⁵	c202 v191 t041	xian1251
29169	Changsha	small	ɕiau⁵⁵	54	小	[2]	小	1053	1246	ɕ i a u ⁵⁵	c202 v191 v130 v027 t041	xian1251
29170	Nanchang	small	ɕi⁵⁵	55	細		細	1054	1246	ɕ i ⁵⁵	c202 v191 t041	gan1239
29171	Nanchang	small	ɕiɛu²¹³	54	小	[2]	小	1053	1246	ɕ i ɛ u ²¹³	c202 v191 v229 v027 t006	gan1239
29172	Meixian	small	sɛ⁴²	55	細		細	1054	1246	s ɛ ⁴²	c087 v229 t027	hak1236
29173	Guangzhou	small	ʃɐi³³	55	細		細	1054	1246	ʃ ɐ i ³³	c677 v119 v191 t013	yuec1235
29174	Yangjiang	small	ɬɐi²⁴	55	細		細	1054	1246	ɬ ɐ i ²⁴	c534 v119 v191 t008	yuec1235
29175	Xiamen	small	sue¹¹	55	細		細	1054	1246	s u e ¹¹	c087 v027 v200 t021	minn1241
29176	Chaozhou	small	soi²¹³	55	細		細	1054	1246	s o i ²¹³	c087 v042 v191 t006	min1241
29177	Fuzhou	small	nauŋ²⁴²	56	嫩		嫩	1055	1246	n a u ŋ ²⁴²	c105 v130 v027 c795 t009	mind1253
29178	Fuzhou	small	sɛ²¹³	55	細	[2]	細	1054	1246	s ɛ ²¹³	c087 v229 t006	mind1253
27938	Shenyang	smooth	yan²¹³	831	軟		軟	605	1234	y a n ²¹³	v166 v130 c105 t006	mand1415
29540	Beijing	smooth	ʐuan²¹⁴	831	軟		軟	605	1234	ʐ u a n ²¹⁴	c700 v027 v130 c105 t007	mand1415
29542	Jinan	smooth	luæ̃⁵⁵	831	軟		軟	605	1234	l u æ̃ ∼ ⁵⁵	c548 v027 v197 m002 t041	mand1415
29545	Xian	smooth	væ̃⁵³	831	軟		軟	605	1234	v æ̃ ∼ ⁵³	c446 v197 m002 t037	mand1415
29547	Chengdu	smooth	zuan⁵³	831	軟		軟	605	1234	z u a n ⁵³	c078 v027 v130 c105 t037	mand1415
29549	Chengdu	smooth	pʰa⁴⁴	106		[2]	A	1105	1234	pʰ a ⁴⁴	c261 v130 t030	mand1415
29551	Kunming	smooth	ʐuã⁵³	831	軟		軟	605	1234	ʐ u ã ∼ ⁵³	c700 v027 v147 m002 t037	mand1415
29553	Hefei	smooth	ʐʊ̃²⁴	831	軟		軟	605	1234	ʐ ʊ̃ ∼ ²⁴	c700 v057 m002 t008	mand1415
29555	Yangzhou	smooth	lõ⁴²	831	軟		軟	605	1234	l õ ∼ ⁴²	c548 v038 m002 t027	mand1415
29557	Suzhou	smooth	ŋø³¹	831	軟		軟	605	1234	ŋ ø ³¹	c795 v171 t014	wuch1236
29559	Wenzhou	smooth	ȵy²⁴	831	軟		軟	605	1234	nʲ y ²⁴	c099 v166 t008	wuch1236
29561	Changsha	smooth	yẽ⁴¹	831	軟		軟	605	1234	y ẽ ∼ ⁴¹	v166 v201 m002 t029	xian1251
29563	Nanchang	smooth	ȵyɔn²¹³	831	軟		軟	605	1234	nʲ y ɔ n ²¹³	c099 v166 v067 c105 t006	gan1239
29565	Meixian	smooth	ȵiɔn⁴⁴	831	軟		軟	605	1234	nʲ i ɔ n ⁴⁴	c099 v191 v067 c105 t030	hak1236
29567	Guangzhou	smooth	jyn²³	831	軟		軟	605	1234	j y n ²³	c564 v166 c105 t003	yuec1235
29569	Yangjiang	smooth	jin²¹	831	軟		軟	605	1234	j i n ²¹	c564 v191 c105 t004	yuec1235
29571	Xiamen	smooth	nῃ⁵¹	831	軟		軟	605	1234	n ŋ̍ ⁵¹	c105 c792 t038	minn1241
29573	Chaozhou	smooth	nɯŋ⁵³	831	軟		軟	605	1234	n ɯ ŋ ⁵³	c105 v081 c795 t037	min1241
29575	Fuzhou	smooth	nuɔŋ³¹	831	軟		軟	605	1234	n u ɔ ŋ ³¹	c105 v027 v067 c795 t014	mind1253
27939	Shenyang	soft	yan²¹³	832	軟		軟	606	1856	y a n ²¹³	v166 v130 c105 t006	mand1415
29541	Beijing	soft	ʐuan²¹⁴	832	軟		軟	606	1856	ʐ u a n ²¹⁴	c700 v027 v130 c105 t007	mand1415
29543	Jinan	soft	luæ̃⁵⁵	832	軟		軟	606	1856	l u æ̃ ∼ ⁵⁵	c548 v027 v197 m002 t041	mand1415
29546	Xian	soft	væ̃⁵³	832	軟		軟	606	1856	v æ̃ ∼ ⁵³	c446 v197 m002 t037	mand1415
29548	Chengdu	soft	zuan⁵³	832	軟		軟	606	1856	z u a n ⁵³	c078 v027 v130 c105 t037	mand1415
29550	Chengdu	soft	pʰa⁴⁴	107		[2] same as «soft»	A	1106	1856	pʰ a ⁴⁴	c261 v130 t030	mand1415
29552	Kunming	soft	ʐuã⁵³	832	軟		軟	606	1856	ʐ u ã ∼ ⁵³	c700 v027 v147 m002 t037	mand1415
29554	Hefei	soft	ʐʊ̃²⁴	832	軟		軟	606	1856	ʐ ʊ̃ ∼ ²⁴	c700 v057 m002 t008	mand1415
29556	Yangzhou	soft	lõ⁴²	832	軟		軟	606	1856	l õ ∼ ⁴²	c548 v038 m002 t027	mand1415
29558	Suzhou	soft	ŋø³¹	832	軟		軟	606	1856	ŋ ø ³¹	c795 v171 t014	wuch1236
29560	Wenzhou	soft	ȵy²⁴	832	軟		軟	606	1856	nʲ y ²⁴	c099 v166 t008	wuch1236
29562	Changsha	soft	yẽ⁴¹	832	軟		軟	606	1856	y ẽ ∼ ⁴¹	v166 v201 m002 t029	xian1251
29564	Nanchang	soft	ȵyɔn²¹³	832	軟		軟	606	1856	nʲ y ɔ n ²¹³	c099 v166 v067 c105 t006	gan1239
29566	Meixian	soft	ȵiɔn⁴⁴	832	軟		軟	606	1856	nʲ i ɔ n ⁴⁴	c099 v191 v067 c105 t030	hak1236
29568	Guangzhou	soft	jyn²³	832	軟		軟	606	1856	j y n ²³	c564 v166 c105 t003	yuec1235
29570	Yangjiang	soft	jin²¹	832	軟		軟	606	1856	j i n ²¹	c564 v191 c105 t004	yuec1235
29572	Xiamen	soft	nῃ⁵¹	832	軟		軟	606	1856	n ŋ̍ ⁵¹	c105 c792 t038	minn1241
29574	Chaozhou	soft	nɯŋ⁵³	832	軟		軟	606	1856	n ɯ ŋ ⁵³	c105 v081 c795 t037	min1241
29576	Fuzhou	soft	nuɔŋ³¹	832	軟		軟	606	1856	n u ɔ ŋ ³¹	c105 v027 v067 c795 t014	mind1253
29384	Beijing	straight	tʂʅ³⁵	85	直		直	1086	1404	tʂ ʅ ³⁵	c175 v110 t017	mand1415
29385	Jinan	straight	tʂʅ⁴²	85	直		直	1086	1404	tʂ ʅ ⁴²	c175 v110 t027	mand1415
29386	Shenyang	straight	tsๅ³⁵	85	直		直	1086	1404	ts ɿ ³⁵	c015 v082 t017	mand1415
29387	Xian	straight	tʂʅ²⁴	85	直		直	1086	1404	tʂ ʅ ²⁴	c175 v110 t008	mand1415
29388	Chengdu	straight	tsๅ³¹	85	直		直	1086	1404	ts ɿ ³¹	c015 v082 t014	mand1415
29389	Chengdu	straight	tsʰən⁴⁴	86	伸	[2]	伸	1087	1404	tsʰ ə n ⁴⁴	c013 v155 c105 t030	mand1415
29390	Kunming	straight	tʂʅ³¹	85	直		直	1086	1404	tʂ ʅ ³¹	c175 v110 t014	mand1415
29391	Hefei	straight	tʂəʔ⁴	85	直		直	1086	1404	tʂ ə ʔ ⁴	c175 v155 c405 t026	mand1415
29392	Yangzhou	straight	tsəʔ⁴	85	直		直	1086	1404	ts ə ʔ ⁴	c015 v155 c405 t026	mand1415
29393	Suzhou	straight	zɤʔ²³	85	直		直	1086	1404	z ɤ ʔ ²³	c078 v084 c405 t003	wuch1236
29394	Wenzhou	straight	dzei¹²	85	直		直	1086	1404	dz e i ¹²	c020 v200 v191 t019	wuch1236
29395	Changsha	straight	tsๅ²⁴	85	直		直	1086	1404	ts ɿ ²⁴	c015 v082 t008	xian1251
29396	Meixian	straight	tsʰət⁴	85	直		直	1086	1404	tsʰ ə t ⁴	c013 v155 c118 t026	hak1236
29397	Guangzhou	straight	tʃɪk²	85	直		直	1086	1404	tʃ ɪ k ²	c645 v219 c831 t001	yuec1235
29398	Yangjiang	straight	tim²⁴	87	掂	[*]	掂	1088	1404	t i m ²⁴	c118 v191 c239 t008	yuec1235
29399	Xiamen	straight	tit⁵	85	直		直	1086	1404	t i t ⁵	c118 v191 c118 t035	minn1241
29400	Chaozhou	straight	tik⁴	85	直		直	1086	1404	t i k ⁴	c118 v191 c831 t026	min1241
29401	Fuzhou	straight	tiʔ⁴	85	直		直	1086	1404	t i ʔ ⁴	c118 v191 c405 t026	mind1253
29925	Nanchang	straight	tsʰət⁵	85	直		直	1086	1404	tsʰ ə t ⁵	c013 v155 c118 t035	gan1239
30009	Beijing	that	na⁵¹kə⁰	262	那個		那個	1289 1290	78	n a ⁵¹ k ə ⁰	c105 v130 t038 c831 v155 t023	mand1415
30010	Jinan	that	na²¹kə⁰	262	那個		那個	1289 1290	78	n a ²¹ k ə ⁰	c105 v130 t004 c831 v155 t023	mand1415
30011	Shenyang	that	na⁴¹kə⁰，nei⁴¹kə⁰❷	262	那個 ，		那個	1289 1290	78	n a ⁴¹ k ə ⁰	c105 v130 t029 c831 v155 t023	mand1415
30012	Xian	that	uo⁵³kə⁰	265	!  個		D個	1291 1290	78	u o ⁵³ k ə ⁰	v027 v042 t037 c831 v155 t023	mand1415
30013	Chengdu	that	na¹³ko¹³₄₄	262	那個		那個	1289 1290	78	n a ¹³ k o ¹³	c105 v130 t020 c831 v042 t020	mand1415
30014	Kunming	that	nə¹³kə¹³	262	那個		那個	1289 1290	78	n ə ¹³ k ə ¹³	c105 v155 t020 c831 v155 t020	mand1415
30015	Hefei	that	na⁵³kʊ⁵³	262	那個		那個	1289 1290	78	n a ⁵³ k ʊ ⁵³	c105 v130 t037 c831 v056 t037	mand1415
30016	Yangzhou	that	ləʔ⁴kɤɯ⁰	266	!  個		C個	1292 1290	78	l ə ʔ ⁴ k ɤ ɯ ⁰	c548 v155 c405 t026 c831 v084 v081 t023	mand1415
30017	Suzhou	that	kuɛ⁴⁴kɤʔ⁴₂₁	267	歸 個	[*]	歸個	1293 1290	78	k u ɛ ⁴⁴ k ɤ ʔ ⁴	c831 v027 v229 t030 c831 v084 c405 t026	wuch1236
30018	Suzhou	that	uɛ⁴⁴kɤʔ⁴₂₁	265	!  個	[2]	D個	1291 1290	78	u ɛ ⁴⁴ k ɤ ʔ ⁴	v027 v229 t030 c831 v084 c405 t026	wuch1236
30019	Wenzhou	that	hi⁴⁵kai42	268	!  個		A個	1294 1290	78	h i ⁴⁵ k a i ⁴²	c401 v191 t033 c831 v130 v191 t027	wuch1236
30020	Changsha	that	lai⁵⁵ko⁵⁵	262	那個		那個	1289 1290	78	l a i ⁵⁵ k o ⁵⁵	c548 v130 v191 t041 c831 v042 t041	xian1251
30021	Nanchang	that	hɛ²⁴kɔ⁰	268	!  個		A個	1294 1290	78	h ɛ ²⁴ k ɔ ⁰	c401 v229 t008 c831 v067 t023	gan1239
30022	Meixian	that	kɛ⁴²kɛ⁴²	264	!  個		個個	1290 1290	78	k ɛ ⁴² k ɛ ⁴²	c831 v229 t027 c831 v229 t027	hak1236
30023	Guangzhou	that	kɔ³⁵kɔ³³	269	嗰個		嗰個	1295 1290	78	k ɔ ³⁵ k ɔ ³³	c831 v067 t017 c831 v067 t013	yuec1235
30024	Yangjiang	that	na²¹kɔ⁴⁵⁴	262	那個		那個	1289 1290	78	n a ²¹ k ɔ ⁴⁵⁴	c105 v130 t004 c831 v067 t034	yuec1235
30025	Xiamen	that	hit³²₅e²⁴	270	!		FM	1296 1297	78	h i t ³² e ²⁴	c401 v191 c118 t011 v200 t008	minn1241
30026	Chaozhou	that	hia⁵³kai⁵⁵₂₁	271	!  個		E個	1298 1290	78	h i a ⁵³ k a i ⁵⁵	c401 v191 v130 t037 c831 v130 v191 t041	min1241
30027	Chaozhou	that	hia⁵³₂₄hia⁵³	272	!  □	[2]	EE	1298 1298	78	h i a ⁵³ h i a ⁵³	c401 v191 v130 t037 c401 v191 v130 t037	min1241
30028	Fuzhou	that	xi³¹₄₄zieʔ²³	273	!  只		B只	1299 1300	78	x i ³¹ z i e ʔ ²³	c772 v191 t014 c078 v191 v200 c405 t003	mind1253
30029	Fuzhou	that	xy³¹βiʔ⁴	274	!  □	[2]	GE	1301 1298	78	x y ³¹ β i ʔ ⁴	c772 v166 t014 c225 v191 c405 t026	mind1253
26711	Beijing	the ant	ma²¹⁴₃₅i²¹⁴	238	螞蟻		螞蟻	126 127	587	m a ²¹⁴ i ²¹⁴	c239 v130 t007 v191 t007	mand1415
26712	Jinan	the ant	i⁵⁵iaŋ⁰	245	蟻蛘		蟻蛘	127 128	587	i ⁵⁵ i a ŋ ⁰	v191 t041 v191 v130 c795 t023	mand1415
26713	Jinan	the ant	mi⁵⁵iaŋ⁰	263	米 蛘	[2][*]	米蛘	129 128	587	m i ⁵⁵ i a ŋ ⁰	c239 v191 t041 v191 v130 c795 t023	mand1415
26714	Shenyang	the ant	ma²¹³₃₅i⁰	238	螞蟻		螞蟻	126 127	587	m a ²¹³ i ⁰	c239 v130 t006 v191 t023	mand1415
26715	Xian	the ant	mɑ⁵³₂₁i⁵³	238	螞蟻		螞蟻	126 127	587	m ɑ ⁵³ i ⁵³	c239 v089 t037 v191 t037	mand1415
26716	Chengdu	the ant	ma⁵³ȵi³¹tsɿ⁵³	239	螞蟻子		螞蟻子	126 127 130	587	m a ⁵³ nʲ i ³¹ ts ɿ ⁵³	c239 v130 t037 c099 v191 t014 c015 v082 t037	mand1415
26717	Chengdu	the ant	ma⁵³ɳiər³¹₄₄	238	螞蟻兒	! missing entry	螞蟻	126 127	587	m a ⁵³ ɳ i ə r ³¹	c239 v130 t037 c705 v191 v155 c151 t014	mand1415
26718	Kunming	the ant	ma⁵³i³¹₄₄	238	螞蟻		螞蟻	126 127	587	m a ⁵³ i ³¹	c239 v130 t037 v191 t014	mand1415
26719	Hefei	the ant	ma²⁴zɿ²⁴	238	螞蟻		螞蟻	126 127	587	m a ²⁴ z ɿ ²⁴	c239 v130 t008 c078 v082 t008	mand1415
26720	Yangzhou	the ant	mɑ⁴²i⁰	238	螞蟻		螞蟻	126 127	587	m ɑ ⁴² i ⁰	c239 v089 t027 v191 t023	mand1415
26721	Suzhou	the ant	mo²⁴₂₂mi³¹₃₃	240	螞米	[*]	螞米	126 129	587	m o ²⁴ m i ³¹	c239 v042 t008 c239 v191 t014	wuch1236
26722	Suzhou	the ant	mo²⁴₂₂ȵi²⁴₃₃	238	螞蟻	[2]	螞蟻	126 127	587	m o ²⁴ nʲ i ²⁴	c239 v042 t008 c099 v191 t008	wuch1236
26723	Wenzhou	the ant	fu⁴⁵ŋa²⁴	283	蜉眼	[*]	蜉眼	131 132	587	f u ⁴⁵ ŋ a ²⁴	c447 v027 t033 c795 v130 t008	wuch1236
26724	Changsha	the ant	ma⁴¹ȵi⁰	238	螞蟻		螞蟻	126 127	587	m a ⁴¹ nʲ i ⁰	c239 v130 t029 c099 v191 t023	xian1251
26725	Nanchang	the ant	ma²¹³ȵi⁰	238	螞蟻		螞蟻	126 127	587	m a ²¹³ nʲ i ⁰	c239 v130 t006 c099 v191 t023	gan1239
26726	Meixian	the ant	ŋɛ⁴²	244	蟻		蟻	127	587	ŋ ɛ ⁴²	c795 v229 t027	hak1236
26727	Guangzhou	the ant	ŋɐi²³	244	蟻		蟻	127	587	ŋ ɐ i ²³	c795 v119 v191 t003	yuec1235
26728	Yangjiang	the ant	ŋɐi²¹	244	蟻		蟻	127	587	ŋ ɐ i ²¹	c795 v119 v191 t004	yuec1235
26729	Xiamen	the ant	kau⁵¹₅₅hia³³	301	狗蟻		狗蟻	133 127	587	k a u ⁵¹ h i a ³³	c831 v130 v027 t038 c401 v191 v130 t013	minn1241
26730	Chaozhou	the ant	hia³⁵	244	〔狗〕蟻		蟻	127	587	h i a ³⁵	c401 v191 v130 t017	min1241
26731	Fuzhou	the ant	øyŋ⁵²₃₁ŋie²⁴²	307	紅蟻		紅蟻	134 127	587	ø y ŋ ⁵² ŋ i e ²⁴²	v171 v166 c795 t036 c795 v191 v200 t009	mind1253
27692	Beijing	the armpit	ka⁵⁵tʂʅ⁰uo⁵⁵	701	胳肢窩		胳肢窩	466 467 468	1886	k a ⁵⁵ tʂ ʅ ⁰ u o ⁵⁵	c831 v130 t041 c175 v110 t023 v027 v042 t041	mand1415
27693	Jinan	the armpit	ka⁴²tʂʅ⁰uə²¹³	701	胳肢窩		胳肢窩	466 467 468	1886	k a ⁴² tʂ ʅ ⁰ u ə ²¹³	c831 v130 t027 c175 v110 t023 v027 v155 t006	mand1415
27694	Shenyang	the armpit	ka³⁵tɕi³³uər³³	701	胳肢窩兒		胳肢窩	466 467 468	1886	k a ³⁵ tɕ i ³³ u ə r ³³	c831 v130 t017 c198 v191 t013 v027 v155 c151 t013	mand1415
27695	Xian	the armpit	kə²¹tsou²¹₂₄uo²¹	701	胳肢窩		胳肢窩	466 467 468	1886	k ə ²¹ ts o u ²¹ u o ²¹	c831 v155 t004 c015 v042 v027 t004 v027 v042 t004	mand1415
27696	Chengdu	the armpit	tɕia³¹tsɿ⁴⁴uər⁴⁴	705	脥肢窩兒		脥肢窩	469 467 468	1886	tɕ i a ³¹ ts ɿ ⁴⁴ u ə r ⁴⁴	c198 v191 v130 t014 c015 v082 t030 v027 v155 c151 t030	mand1415
27697	Kunming	the armpit	kə³¹tʂʅ⁴⁴uo⁴⁴	701	胳肢窩		胳肢窩	466 467 468	1886	k ə ³¹ tʂ ʅ ⁴⁴ u o ⁴⁴	c831 v155 t014 c175 v110 t030 v027 v042 t030	mand1415
27698	Hefei	the armpit	kɐʔ⁴nɔ²⁴tʂʰʅ⁰	702	胳老赤	[*]	胳老赤	466 470 471	1886	k ɐ ʔ ⁴ n ɔ ²⁴ ʈʂʰ ʅ ⁰	c831 v119 c405 t026 c105 v067 t008 c691 v110 t023	mand1415
27699	Yangzhou	the armpit	kæʔ⁴tsɑ⁵⁵o³¹	703	胳炸 窩	[*]	胳炸窩	466 472 468	1886	k æ ʔ ⁴ ts ɑ ⁵⁵ o ³¹	c831 v198 c405 t026 c015 v089 t041 v042 t014	mand1415
27700	Suzhou	the armpit	kaʔ⁴tsʮ⁴⁴₃₅əu⁴⁴₂₁	701	胳肢窩		胳肢窩	466 467 468	1886	k a ʔ ⁴ ts ʮ ⁴⁴ ə u ⁴⁴	c831 v130 c405 t026 c015 v010 t030 v155 v027 t030	wuch1236
27701	Wenzhou	the armpit	la³¹tsa²³ɦo²⁴	706	攔 紮 下	[*]	攔紮下	473 474 475	1886	l a ³¹ ts a ²³ ɦ o ²⁴	c548 v130 t014 c015 v130 t003 c397 v042 t008	wuch1236
27702	Changsha	the armpit	ɕie²⁴la²⁴o³³	709	脇拉 窩	[*]	脇拉窩	476 477 468	1886	ɕ i e ²⁴ l a ²⁴ o ³³	c202 v191 v200 t008 c548 v130 t008 v042 t013	xian1251
27703	Nanchang	the armpit	ɕiɛt⁵kak⁵	707	脇脥		脇脥	476 469	1886	ɕ i ɛ t ⁵ k a k ⁵	c202 v191 v229 c118 t035 c831 v130 c831 t035	gan1239
27704	Meixian	the armpit	hiap²¹ha⁴⁴	708	脇下		脇下	476 475	1886	h i a p ²¹ h a ⁴⁴	c401 v191 v130 c288 t004 c401 v130 t030	hak1236
27705	Guangzhou	the armpit	kak³³lɐk⁵tɐi³⁵	711	!  底		骨胳底	478 466 479	1886	k a k ³³ l ɐ k ⁵ t ɐ i ³⁵	c831 v130 c831 t013 c548 v119 c831 t035 c118 v119 v191 t017	yuec1235
27706	Yangjiang	the armpit	kɐp²⁴ʃɐp²⁴	712	蛤 色	[*]	蛤色	480 481	1886	k ɐ p ²⁴ ʃ ɐ p ²⁴	c831 v119 c288 t008 c677 v119 c288 t008	yuec1235
27707	Xiamen	the armpit	ko⁵¹e³³₁₁kʰaŋ⁵⁵	713	果 下控	[*]	果下控	482 475 483	1886	k o ⁵¹ e ³³ kʰ a ŋ ⁵⁵	c831 v042 t038 v200 t013 c813 v130 c795 t041	minn1241
27708	Chaozhou	the armpit	koʔ²¹₃tʰaŋ⁵³₂₄e³⁵	704	下		胳B下	466 484 475	1886	k o ʔ ²¹ tʰ a ŋ ⁵³ e ³⁵	c831 v042 c405 t004 c136 v130 c795 t037 v200 t017	min1241
27709	Fuzhou	the armpit	kɔ³¹louʔ⁴a²¹²	710	骨胳下		骨胳下	478 466 475	1886	k ɔ ³¹ l o u ʔ ⁴ a ²¹²	c831 v067 t014 c548 v042 v027 c405 t026 v130 t005	mind1253
27206	Beijing	the axe	fu²¹⁴₂₁tsɿ⁰	510	斧子		斧子	273 278	677	f u ²¹⁴ ts ɿ ⁰	c447 v027 t007 c015 v082 t023	mand1415
27208	Beijing	the axe	pʰi²¹⁴₂₁tʂʰai⁰	522	劈柴	[2]	劈柴	275 273	677	pʰ i ²¹⁴ ʈʂʰ a i ⁰	c261 v191 t007 c691 v130 v191 t023	mand1415
27210	Jinan	the axe	fu⁵⁵tsɿ⁰	510	斧子		斧子	273 278	677	f u ⁵⁵ ts ɿ ⁰	c447 v027 t041 c015 v082 t023	mand1415
27212	Shenyang	the axe	fu²¹³₂₁tʰou⁰	524	斧頭		斧頭	273 281	677	f u ²¹³ tʰ o u ⁰	c447 v027 t006 c136 v042 v027 t023	mand1415
27214	Shenyang	the axe	pʰi²¹³₂₁tsʰai⁰	522	劈柴	[2]	劈柴	275 273	677	pʰ i ²¹³ tsʰ a i ⁰	c261 v191 t006 c013 v130 v191 t023	mand1415
27216	Xian	the axe	fu⁵³tsɿ⁰	510	斧子		斧子	273 278	677	f u ⁵³ ts ɿ ⁰	c447 v027 t037 c015 v082 t023	mand1415
27218	Chengdu	the axe	fu⁵³tʰəu³¹	524	斧頭		斧頭	273 281	677	f u ⁵³ tʰ ə u ³¹	c447 v027 t037 c136 v155 v027 t014	mand1415
27220	Kunming	the axe	fu⁵³tsɿ⁵³	510	斧子		斧子	273 278	677	f u ⁵³ ts ɿ ⁵³	c447 v027 t037 c015 v082 t037	mand1415
27222	Hefei	the axe	fu²⁴tʰɯ⁰	524	斧頭		斧頭	273 281	677	f u ²⁴ tʰ ɯ ⁰	c447 v027 t008 c136 v081 t023	mand1415
27224	Hefei	the axe	pʰiəʔ⁴tʂʰɛ⁵⁵	522	劈柴	[2]	劈柴	275 273	677	pʰ i ə ʔ ⁴ ʈʂʰ ɛ ⁵⁵	c261 v191 v155 c405 t026 c691 v229 t041	mand1415
27226	Yangzhou	the axe	fu⁴²tʰɤɯ⁰	524	斧頭		斧頭	273 281	677	f u ⁴² tʰ ɤ ɯ ⁰	c447 v027 t027 c136 v084 v081 t023	mand1415
27228	Yangzhou	the axe	fu⁴²tsɛ⁰	510	斧子	[2]	斧子	273 278	677	f u ⁴² ts ɛ ⁰	c447 v027 t027 c015 v229 t023	mand1415
27230	Suzhou	the axe	fu⁴¹dʏ²⁴	524	斧頭		斧頭	273 281	677	f u ⁴¹ d ʏ ²⁴	c447 v027 t029 c143 v173 t008	wuch1236
